Zip Code,latitude,longitude,City,state,Store Number,Sales,Orders,Sales Forecast,Orders Forecast,Setup Cost,Decision
75756,32.302029,-95.600894,Brownsboro,TX,V1007,133117,19352,265779,31513,44693,0
75757,32.110453,-95.348074,Bullard,TX,W1007,155221,28930,333150,24809,71940,0
75758,32.271436,-95.521442,Chandler,TX,X1007,236838,17434,387424,15537,189739,1
75759,32.035939,-95.418796,Cuney,TX,Y1007,281989,15657,322109,33450,15184,1
75760,31.796249,-94.85434,Cushing,TX,Z1007,359862,15532,125676,17101,184726,1
75762,32.218319,-95.413426,Flint,TX,A1008,130580,21033,344925,25788,33245,0
75763,32.042754,-95.523388,Frankston,TX,B1008,165738,13974,368901,49462,155793,0
75764,31.895427,-95.14372,Gallatin,TX,C1008,290374,24965,236186,44021,189646,1
75765,32.642043,-95.234859,Hawkins,TX,D1008,271802,31281,193305,30939,16864,1
75766,31.944675,-95.256775,Jacksonville,TX,E1008,316767,36952,228407,31791,95620,1
75770,32.158557,-95.643712,Larue,TX,F1008,107476,38729,328213,44559,120907,0
75771,32.537897,-95.435716,Lindale,TX,G1008,144709,10976,339175,21862,198119,0
75773,32.681453,-95.447702,Mineola,TX,H1008,232632,25636,333490,19383,155793,1
75778,32.300926,-95.709837,Murchison,TX,I1008,119477,43288,129582,10421,21517,0
75779,31.863226,-95.484612,Neches,TX,J1008,111112,44805,344477,38021,172249,0
75780,31.99102,-95.091844,New Summerfield,TX,K1008,188203,32289,111943,17285,123480,0
75783,32.816432,-95.424745,Quitman,TX,L1008,359216,37110,140502,17847,178647,1
75784,31.872135,-94.974153,Reklaw,TX,M1008,239606,21953,367314,45054,137845,1
75785,31.775416,-95.196572,Rusk,TX,N1008,241505,12701,331403,18559,73227,1
75788,31.825939,-94.925873,Sacul,TX,O1008,324479,12479,317036,21487,81185,1
75789,32.109512,-95.094194,Troup,TX,P1008,281019,19222,215634,12696,160486,1
75790,32.535169,-95.643977,Van,TX,Q1008,324330,32853,100693,35610,157006,1
75791,32.221577,-95.220644,Whitehouse,TX,R1008,398937,39744,360216,17940,12881,1
75792,32.481968,-95.106672,Winona,TX,S1008,227134,12270,240921,31806,114242,1
75801,31.734462,-95.531204,Palestine,TX,T1008,264806,33670,289682,32855,122869,1
75803,31.881777,-95.679494,Palestine,TX,U1008,144000,38847,215601,42100,22572,0
75831,31.473667,-96.009365,Buffalo,TX,V1008,168660,43823,270880,27602,136114,0
75832,31.932016,-95.980741,Cayuga,TX,W1008,307855,32003,327661,40336,151052,1
75833,31.268635,-95.843907,Centerville,TX,X1008,302183,44971,366725,18296,45290,1
75835,31.284891,-95.490625,Crockett,TX,Y1008,300882,37193,132082,34314,40274,1
75838,31.4789,-96.229757,Donie,TX,Z1008,126075,42722,185694,41630,58685,0
75839,31.606693,-95.58334,Elkhart,TX,A1009,298680,19911,170024,13913,120497,1
75840,31.782559,-96.093621,Fairfield,TX,B1009,227915,28822,172281,38737,57704,1
75844,31.513801,-95.437616,Grapeland,TX,C1009,156471,16256,381454,10050,43577,0
75845,31.087456,-95.076849,Groveton,TX,D1009,209489,25031,272724,25792,173840,1
75846,31.328853,-96.152369,Jewett,TX,E1009,375422,27139,398977,28747,171479,1
75847,31.356209,-95.152898,Kennard,TX,F1009,185319,25919,330956,36657,114792,0
75848,31.76524,-96.329922,Kirvin,TX,G1009,338860,49669,279727,40732,188758,1
75849,31.417411,-95.481647,Latexo,TX,H1009,305425,13829,399567,25109,26400,1
75850,31.135677,-95.935045,Leona,TX,I1009,225840,25415,204988,36055,47730,1
75851,31.092367,-95.499937,Lovelady,TX,J1009,151001,19900,258902,32123,121002,0
75852,30.959521,-95.715509,Midway,TX,K1009,115754,18823,120271,36296,116072,0
75853,31.946873,-95.814467,Montalba,TX,L1009,114985,27441,234931,11938,110525,0
75855,31.557331,-95.863641,Oakwood,TX,M1009,382569,18293,162192,42134,174008,1
75856,31.188898,-95.255739,Pennington,TX,N1009,186621,13105,253565,14548,121744,0
75858,31.390774,-95.126654,Ratcliff,TX,O1009,156859,41180,349954,40434,120666,0
75859,31.893076,-96.236904,Streetman,TX,P1009,199819,21114,124853,32955,18270,0
75860,31.61135,-96.238051,Teague,TX,Q1009,264459,22032,390128,49808,49944,1
75861,31.851579,-95.888459,Tennessee Colony,TX,R1009,256462,13063,180198,31593,88067,1
75862,30.964728,-95.325895,Trinity,TX,S1009,327654,38551,315609,47951,109216,1
75901,31.301675,-94.641408,Lufkin,TX,T1009,361142,31644,103570,40440,16554,1
75904,31.340748,-94.82623,Lufkin,TX,U1009,252891,25259,163515,40322,147004,1
75925,31.614855,-95.062493,Alto,TX,V1009,241452,30556,186539,25811,35924,1
75926,31.248085,-94.969099,Apple Springs,TX,W1009,118247,46521,290262,38374,51042,0
75928,30.671395,-93.71134,Bon Wier,TX,X1009,138615,18855,113184,13771,193227,0
75929,31.245162,-94.175514,Broaddus,TX,Y1009,261220,41931,328058,11994,122591,1
75930,31.318961,-94.032164,Bronson,TX,Z1009,141977,37503,254779,49516,27815,0
75931,31.113664,-94.021385,Brookeland,TX,A1010,132875,17603,262424,49722,171185,0
75932,31.056147,-93.615655,Burkeville,TX,B1010,185474,40636,205959,15306,71569,0
75933,30.553812,-93.812696,Call,TX,C1010,170176,39014,112181,43974,166543,0
75934,30.894878,-94.759082,Camden,TX,D1010,160959,24688,326586,46598,67366,0
75935,31.732513,-94.19129,Center,TX,E1010,344167,27929,150602,42119,56859,1
75936,30.952076,-94.579622,Chester,TX,F1010,330295,23136,286434,24491,82547,1
75937,31.465322,-94.367317,Chireno,TX,G1010,196541,15277,265893,26886,196192,0
75938,30.940517,-94.35364,Colmesneil,TX,H1010,196329,25320,278625,24419,103111,0
75939,31.013779,-94.79742,Corrigan,TX,I1010,180095,28977,120362,12358,146457,0
75941,31.187072,-94.758803,Diboll,TX,J1010,397990,47899,249287,20816,152563,1
75942,30.815166,-94.430587,Doucette,TX,K1010,396806,30441,298290,40819,24745,1
75943,31.627694,-94.910971,Douglass,TX,L1010,245665,17957,329394,39001,165450,1
75944,31.354095,-94.38768,Etoile,TX,M1010,302935,46055,288297,42808,46078,1
75946,31.81932,-94.520617,Garrison,TX,N1010,136220,41232,107722,24773,12206,0
75948,31.307588,-93.784102,Hemphill,TX,O1010,245204,34522,270896,11586,76374,1
75949,31.229843,-94.509183,Huntington,TX,P1010,263378,12489,107321,26018,13782,1
75951,30.934425,-94.059578,Jasper,TX,Q1010,155855,37743,222369,22302,164188,0
75954,31.904341,-94.048094,Joaquin,TX,R1010,297736,45597,277615,32646,156281,1
75956,30.676367,-93.98312,Kirbyville,TX,S1010,142645,45537,371692,47941,193801,0
75959,31.512307,-93.861732,Milam,TX,T1010,328890,49535,390223,24888,92759,1
75960,30.912856,-94.865672,Moscow,TX,U1010,370477,47091,164745,46305,108894,1
75961,31.558362,-94.504771,Nacogdoches,TX,V1010,198183,43285,352587,43328,166894,0
75962,31.619873,-94.64708,Nacogdoches,TX,W1010,265547,31863,324933,19137,115975,1
75964,31.631742,-94.740721,Nacogdoches,TX,X1010,183792,13196,341246,11405,85917,0
75965,31.723324,-94.628592,Nacogdoches,TX,Y1010,331681,18236,283536,11925,193156,1
75966,30.827969,-93.714446,Newton,TX,Z1010,281588,16236,354693,38939,71872,1
75968,31.252156,-93.954016,Pineland,TX,A1011,275510,35494,113879,36144,68663,1
75969,31.445713,-94.887599,Pollok,TX,B1011,311237,10471,186552,37689,175835,1
75972,31.483597,-94.131501,San Augustine,TX,C1011,323947,25165,149174,45104,183478,1
75973,31.712048,-93.942239,Shelbyville,TX,D1011,283325,33858,118172,21408,161272,1
75974,31.958364,-94.239838,Tenaha,TX,E1011,129759,20825,305657,17599,99922,0
75975,31.897138,-94.413785,Timpson,TX,F1011,393273,42043,327989,13453,156205,1
75976,31.527552,-94.92527,Wells,TX,G1011,380822,41931,305337,35544,29491,1
75977,31.065029,-93.786624,Wiergate,TX,H1011,179109,18473,154667,33074,45017,0
75978,31.509051,-94.527216,Woden,TX,I1011,274428,45897,225713,19550,138284,1
75979,30.748559,-94.38912,Woodville,TX,J1011,219897,29326,163294,28940,115102,1
75980,31.138382,-94.375214,Zavalla,TX,K1011,269148,25715,235974,12488,158932,1
76001,32.635563,-97.148829,Arlington,TX,L1011,154132,23376,308071,29235,22459,0
76002,32.621861,-97.093485,Arlington,TX,M1011,330291,45854,341955,26207,128127,1
76006,32.784931,-97.099915,Arlington,TX,N1011,226625,19438,122754,49511,52430,1
76008,32.695708,-97.631482,Aledo,TX,O1011,377105,36434,311992,45611,47365,1
76009,32.414937,-97.200076,Alvarado,TX,P1011,122774,23672,287297,42710,45329,0
76010,32.722819,-97.080286,Arlington,TX,Q1011,251235,24308,294554,27630,199993,1
76011,32.754272,-97.083196,Arlington,TX,R1011,237333,31922,192373,34513,39430,1
76012,32.75513,-97.139242,Arlington,TX,S1011,197350,11291,255953,30657,114826,0
76013,32.719328,-97.155028,Arlington,TX,T1011,382545,21294,135870,18238,66103,1
76014,32.692105,-97.086517,Arlington,TX,U1011,312159,43604,377374,45569,188174,1
76015,32.692186,-97.133304,Arlington,TX,V1011,217103,12082,229568,28652,122842,1
76016,32.689222,-97.18913,Arlington,TX,W1011,325944,13575,285656,46294,139234,1
76017,32.662513,-97.164024,Arlington,TX,X1011,172530,15305,356073,49812,65653,0
76018,32.66459,-97.096476,Arlington,TX,Y1011,217161,45776,356762,22750,139814,1
76020,32.900196,-97.561179,Azle,TX,Z1011,285585,41026,396785,11361,104350,1
76021,32.852971,-97.130443,Bedford,TX,A1012,215412,46559,324631,37867,32066,1
76022,32.830657,-97.145158,Bedford,TX,B1012,290462,14935,373267,28180,46666,1
76023,33.041942,-97.597083,Boyd,TX,C1012,311567,23831,323494,32062,45780,1
76028,32.532677,-97.306547,Burleson,TX,D1012,381542,49093,139624,33891,26755,1
76031,32.346162,-97.328078,Cleburne,TX,E1012,135902,38377,143542,24638,131868,0
76033,32.275189,-97.511185,Cleburne,TX,F1012,214735,38308,133343,49679,56682,1
76034,32.891787,-97.149641,Colleyville,TX,G1012,207017,42338,182527,39275,23690,1
76035,32.562049,-97.631487,Cresson,TX,H1012,141956,48500,313630,49779,38387,0
76036,32.581023,-97.419617,Crowley,TX,I1012,304665,25197,319564,40637,54285,1
76039,32.860285,-97.086028,Euless,TX,J1012,197168,44994,230402,14810,123095,0
76040,32.814107,-97.091323,Euless,TX,K1012,157530,40901,267902,36606,154392,0
76041,32.237671,-96.842047,Forreston,TX,L1012,282702,46828,159081,43300,167856,1
76043,32.208483,-97.795247,Glen Rose,TX,M1012,340464,28276,244757,23609,118541,1
76044,32.425936,-97.539874,Godley,TX,N1012,125642,21695,327168,21848,40671,0
76048,32.421697,-97.811051,Granbury,TX,O1012,206305,39312,239874,46312,191295,1
76049,32.460255,-97.706784,Granbury,TX,P1012,322358,15983,104277,41999,95709,1
76050,32.280895,-97.160931,Grandview,TX,Q1012,155443,49438,243641,32739,125231,0
76051,32.925765,-97.071545,Grapevine,TX,R1012,154592,46434,155455,31113,170709,0
76052,32.986137,-97.374691,Haslet,TX,S1012,369213,30280,192257,28272,92938,1
76053,32.8172,-97.180586,Hurst,TX,T1012,383926,19085,213146,15250,115464,1
76054,32.85941,-97.178636,Hurst,TX,U1012,329122,39271,313943,25439,83430,1
76055,32.162541,-97.15481,Itasca,TX,V1012,309556,20383,146429,19965,127868,1
76058,32.474087,-97.422013,Joshua,TX,W1012,104372,30703,184601,20272,86202,0
76059,32.392588,-97.32754,Keene,TX,X1012,385650,48855,199733,31110,127138,1
76060,32.639649,-97.217476,Kennedale,TX,Y1012,248330,45333,341640,46644,149712,1
76061,32.503973,-97.188374,Lillian,TX,Z1012,267243,49822,112094,13055,89394,1
76063,32.57074,-97.144837,Mansfield,TX,A1013,333309,34373,201525,31428,80237,1
76064,32.302367,-97.037219,Maypearl,TX,B1013,359453,27287,175696,44694,96376,1
76065,32.46941,-96.990665,Midlothian,TX,C1013,114392,27308,243962,39685,84122,0
76066,32.704456,-97.993148,Millsap,TX,D1013,258235,24819,263356,25285,121220,1
76067,32.799602,-98.126806,Mineral Wells,TX,E1013,379514,44678,214523,20862,197253,1
76070,32.266142,-97.655142,Nemo,TX,F1013,124121,35281,113567,18571,101532,0
76071,33.00087,-97.444484,Newark,TX,G1013,276763,36642,290509,40189,31089,1
76073,33.098727,-97.723422,Paradise,TX,H1013,108866,43197,177339,49212,78610,0
76077,32.278261,-97.691539,Rainbow,TX,I1013,355669,14423,173502,36544,199046,1
76078,33.093365,-97.462793,Rhome,TX,J1013,396817,11795,270899,20443,33628,1
76082,32.970044,-97.733748,Springtown,TX,K1013,266819,34728,348776,46987,120245,1
76084,32.426322,-97.090328,Venus,TX,L1013,385985,19551,328333,22741,91046,1
76085,32.861345,-97.692173,Weatherford,TX,M1013,215761,41045,311464,45643,29459,1
76086,32.754964,-97.791085,Weatherford,TX,N1013,201088,40495,208489,26568,80903,1
76087,32.682609,-97.782556,Weatherford,TX,O1013,282901,23666,333243,40362,96414,1
76088,32.85131,-97.901635,Weatherford,TX,P1013,163452,10101,399418,29775,179409,0
76092,32.959875,-97.148437,Southlake,TX,Q1013,279113,49335,251818,11872,37901,1
76093,32.210496,-97.392571,Rio Vista,TX,R1013,381763,15543,272494,37707,61063,1
76102,32.759104,-97.329756,Fort Worth,TX,S1013,187323,10278,100662,23133,178088,0
76103,32.748947,-97.272638,Fort Worth,TX,T1013,179470,20729,127982,29851,169018,0
76104,32.728688,-97.317801,Fort Worth,TX,U1013,152881,49844,101203,36485,149982,0
76105,32.724047,-97.269432,Fort Worth,TX,V1013,217294,36304,353888,25354,99374,1
76106,32.816684,-97.359633,Fort Worth,TX,W1013,216781,44638,137018,47587,66720,1
76107,32.742058,-97.38173,Fort Worth,TX,X1013,331145,44022,155499,23662,88605,1
76108,32.787541,-97.52379,Fort Worth,TX,Y1013,297834,46871,273488,14771,11691,1
76109,32.70065,-97.386965,Fort Worth,TX,Z1013,144065,17483,208137,45990,65184,0
76110,32.707831,-97.338265,Fort Worth,TX,A1014,217376,22660,102068,34266,57790,1
76111,32.778499,-97.300112,Fort Worth,TX,B1014,157623,44700,360116,24548,121704,0
76112,32.747426,-97.217658,Fort Worth,TX,C1014,121627,12705,279208,41236,83672,0
76114,32.774494,-97.402276,Fort Worth,TX,D1014,145010,21035,395309,40902,69760,0
76115,32.6785,-97.330511,Fort Worth,TX,E1014,251499,18394,365217,49669,184797,1
76116,32.720723,-97.447033,Fort Worth,TX,F1014,170661,42336,199532,35589,100604,0
76117,32.803436,-97.267376,Haltom City,TX,G1014,181542,17833,392615,40943,120822,0
76118,32.800434,-97.192762,Fort Worth,TX,H1014,383251,39757,105882,38971,177043,1
76119,32.691147,-97.262625,Fort Worth,TX,I1014,109249,48688,297940,29469,22883,0
76120,32.775915,-97.180963,Fort Worth,TX,J1014,142943,37691,382075,24977,147839,0
76123,32.619311,-97.393958,Fort Worth,TX,K1014,210085,45290,311386,34052,11588,1
76126,32.63587,-97.503481,Fort Worth,TX,L1014,381871,37207,184639,47677,129948,1
76127,32.775409,-97.435599,Naval Air Station/ Jrb,TX,M1014,361136,22188,232997,13804,12147,1
76129,32.708639,-97.363495,Fort Worth,TX,N1014,160335,19959,314142,13162,131628,0
76131,32.881807,-97.345956,Fort Worth,TX,O1014,121284,45491,151682,34739,101462,0
76132,32.667539,-97.416806,Fort Worth,TX,P1014,183656,42887,323699,46998,116727,0
76133,32.652918,-97.379538,Fort Worth,TX,Q1014,355281,24062,148083,12030,90181,1
76134,32.639179,-97.33535,Fort Worth,TX,R1014,152218,28300,230149,32475,190062,0
76135,32.836325,-97.469908,Fort Worth,TX,S1014,388724,45279,386612,29336,91778,1
76137,32.859685,-97.291523,Fort Worth,TX,T1014,391467,45343,107734,12394,65513,1
76140,32.619927,-97.278066,Fort Worth,TX,U1014,219563,33456,193393,25473,99054,1
76148,32.868421,-97.252132,Fort Worth,TX,V1014,121763,40392,224122,38057,144398,0
76155,32.823993,-97.048687,Fort Worth,TX,W1014,276624,24565,257143,19272,51753,1
76164,32.7811,-97.354585,Fort Worth,TX,X1014,250969,47690,390696,15335,149781,1
76177,32.975361,-97.310486,Fort Worth,TX,Y1014,163311,13151,265607,21284,20152,0
76179,32.913522,-97.433835,Fort Worth,TX,Z1014,247742,29595,131557,27311,21850,1
76180,32.840011,-97.225295,North Richland Hills,TX,A1015,337709,11839,373474,25598,56080,1
76182,32.886201,-97.207731,North Richland Hills,TX,B1015,273350,42734,140660,33100,107446,1
76201,33.220974,-97.146038,Denton,TX,C1015,257944,28585,395684,45103,115326,1
76205,33.192632,-97.129266,Denton,TX,D1015,365088,23092,161346,35497,177538,1
76207,33.22785,-97.181823,Denton,TX,E1015,103814,38120,303907,34338,59691,0
76208,33.20863,-97.055409,Denton,TX,F1015,305913,12238,313255,39039,28211,1
76209,33.231552,-97.109871,Denton,TX,G1015,342791,11361,297599,24193,33327,1
76210,33.149467,-97.096016,Denton,TX,H1015,118052,34640,352704,20840,160997,0
76225,33.374041,-97.667809,Alvord,TX,I1015,309725,35670,212390,25258,17598,1
76226,33.114714,-97.173909,Argyle,TX,J1015,152223,25960,227319,15684,28947,0
76227,33.273603,-96.990042,Aubrey,TX,K1015,224224,26470,359941,30047,167341,1
76228,33.61791,-98.062664,Bellevue,TX,L1015,309255,39134,366797,38010,28032,1
76230,33.520572,-97.95612,Bowie,TX,M1015,198994,16530,352614,42459,156032,0
76233,33.537706,-96.906575,Collinsville,TX,N1015,363938,41050,231368,39070,48564,1
76234,33.276319,-97.514178,Decatur,TX,O1015,167283,13044,114556,40217,13069,0
76238,33.479016,-97.351845,Era,TX,P1015,115487,35807,173708,37490,151121,0
76239,33.503014,-97.529509,Forestburg,TX,Q1015,278808,11121,205894,15613,83605,1
76240,33.661602,-97.176369,Gainesville,TX,R1015,253338,27680,319552,36471,25456,1
76244,32.928037,-97.283914,Keller,TX,S1015,363509,14919,113434,32640,15220,1
76245,33.830932,-96.839764,Gordonville,TX,T1015,296059,24865,229715,23204,57952,1
76247,33.099993,-97.340499,Justin,TX,U1015,204656,10754,224049,34409,181581,1
76248,32.924005,-97.225146,Keller,TX,V1015,265046,14551,306357,48202,55842,1
76249,33.278823,-97.30231,Krum,TX,W1015,317524,47931,223309,17761,31187,1
76250,33.630166,-97.235756,Lindsay,TX,X1015,135573,42757,183319,17754,98340,0
76251,33.631922,-97.688998,Montague,TX,Y1015,181216,19608,183868,39216,10161,0
76252,33.682081,-97.382855,Muenster,TX,Z1015,195668,32023,320635,23747,146175,0
76253,33.615855,-97.310834,Myra,TX,A1016,215879,43579,229238,37510,102226,1
76255,33.82471,-97.739095,Nocona,TX,B1016,179670,24673,392999,28621,178117,0
76258,33.371113,-96.932411,Pilot Point,TX,C1016,241893,15925,364090,40722,93768,1
76259,33.198704,-97.311628,Ponder,TX,D1016,382586,24921,298324,35246,150659,1
76261,33.793074,-97.963802,Ringgold,TX,E1016,356777,12673,357075,22283,34220,1
76262,33.009335,-97.22672,Roanoke,TX,F1016,197595,34602,254530,47821,127231,0
76263,33.463256,-97.464706,Rosston,TX,G1016,120264,25068,320251,39312,197249,0
76264,33.737974,-96.839543,Sadler,TX,H1016,113737,27091,210745,12872,186185,0
76265,33.756731,-97.538116,Saint Jo,TX,I1016,247865,27626,120133,12774,64099,1
76266,33.372878,-97.213247,Sanger,TX,J1016,289887,38997,126898,10618,135414,1
76268,33.627623,-96.767396,Southmayd,TX,K1016,121383,17567,226923,19876,64951,0
76270,33.455656,-97.752881,Sunset,TX,L1016,382137,24124,234257,39445,53136,1
76271,33.464637,-96.892763,Tioga,TX,M1016,333098,25900,226224,28155,182325,1
76272,33.455973,-97.127134,Valley View,TX,N1016,103488,39800,333970,13683,95963,0
76273,33.743893,-96.936121,Whitesboro,TX,O1016,275855,20321,352598,10102,91507,1
76301,33.905559,-98.479935,Wichita Falls,TX,P1016,365723,10419,256607,16522,127213,1
76302,33.864528,-98.491011,Wichita Falls,TX,Q1016,247006,41294,359559,34526,162869,1
76305,34.006193,-98.387687,Wichita Falls,TX,R1016,270625,44157,339882,24367,44478,1
76306,33.944942,-98.523592,Wichita Falls,TX,S1016,165840,40579,202979,23109,153807,0
76308,33.852942,-98.54073,Wichita Falls,TX,T1016,179843,34870,166481,31741,67948,0
76309,33.894923,-98.543742,Wichita Falls,TX,U1016,319544,40242,271288,47045,175022,1
76310,33.799085,-98.50984,Wichita Falls,TX,V1016,154705,21752,118748,15414,49292,0
76311,33.969544,-98.509023,Sheppard Afb,TX,W1016,193420,14163,110676,19594,52604,0
76351,33.558025,-98.695427,Archer City,TX,X1016,312652,38397,378429,11270,188812,1
76354,34.103277,-98.622462,Burkburnett,TX,Y1016,121039,42017,244141,14983,69989,0
76357,34.081265,-98.183817,Byers,TX,Z1016,295789,37624,387402,21523,159212,1
76360,33.963477,-98.961142,Electra,TX,A1017,351840,45299,184197,22717,10142,1
76363,33.475952,-99.551825,Goree,TX,B1017,233042,11584,148957,44801,139009,1
76364,34.031967,-98.995374,Harrold,TX,C1017,236984,16866,273266,46689,55005,1
76365,33.75849,-98.202251,Henrietta,TX,D1017,156426,32756,213480,41303,60155,0
76366,33.723849,-98.783672,Holliday,TX,E1017,253544,47488,206655,34587,85518,1
76367,33.9733,-98.721094,Iowa Park,TX,F1017,263431,35985,185863,21828,88040,1
76370,33.527396,-98.884782,Megargel,TX,G1017,380924,18917,213484,19267,70551,1
76371,33.484962,-99.642707,Munday,TX,H1017,296139,22032,306760,41738,142848,1
76372,33.250203,-98.925556,Newcastle,TX,I1017,307814,34767,124619,48654,69768,1
76373,34.131688,-99.106624,Oklaunion,TX,J1017,150250,27715,167404,46338,52597,0
76374,33.358656,-98.740056,Olney,TX,K1017,226848,42234,256408,38765,100086,1
76377,34.008318,-98.258589,Petrolia,TX,L1017,143728,15584,157807,36895,84599,0
76379,33.668239,-98.489118,Scotland,TX,M1017,338738,32890,289223,34363,185823,1
76380,33.621147,-99.243768,Seymour,TX,N1017,376161,12292,356728,18563,111832,1
76384,34.160345,-99.343426,Vernon,TX,O1017,235372,29821,232712,38974,31854,1
76388,33.322836,-99.642126,Weinert,TX,P1017,188486,30798,173704,18192,37825,0
76389,33.513047,-98.457317,Windthorst,TX,Q1017,110404,35058,179805,15208,139775,0
76401,32.282235,-98.196717,Stephenville,TX,R1017,132760,47111,205793,14899,151162,0
76402,32.216328,-98.217166,Stephenville,TX,S1017,320175,30510,227905,25964,196845,1
76424,32.801213,-98.88698,Breckenridge,TX,T1017,173587,11089,290503,40892,53688,0
76426,33.166041,-97.845101,Bridgeport,TX,U1017,109009,27418,291472,21025,20283,0
76427,33.158189,-98.377664,Bryson,TX,V1017,337176,31295,310449,25177,162645,1
76429,32.759373,-98.666449,Caddo,TX,W1017,300469,29750,379438,10764,184666,1
76430,32.790131,-99.24184,Albany,TX,X1017,301428,34575,267342,35710,49884,1
76431,33.315883,-97.857678,Chico,TX,Y1017,181943,43333,147429,17366,171873,0
76432,31.842565,-98.805134,Blanket,TX,Z1017,319566,22147,236397,44571,91210,1
76433,32.315739,-98.022849,Bluff Dale,TX,A1018,231830,14531,302775,22734,76781,1
76435,32.242637,-98.85714,Carbon,TX,B1018,104862,22059,239250,17786,133104,0
76436,31.863402,-98.228103,Carlton,TX,C1018,242237,17283,102834,48156,181647,1
76437,32.403542,-99.038804,Cisco,TX,D1018,369994,36739,144987,46743,121187,1
76442,31.890896,-98.613096,Comanche,TX,E1018,386361,10507,309910,16464,121120,1
76443,32.13383,-99.213349,Cross Plains,TX,F1018,204955,41775,317965,33276,28308,1
76444,32.12348,-98.577273,De Leon,TX,G1018,149579,42680,364725,37308,14696,0
76445,32.302818,-98.552383,Desdemona,TX,H1018,110937,35375,319431,14675,96735,0
76446,32.075301,-98.34862,Dublin,TX,I1018,320602,33734,228693,33013,122094,1
76448,32.398455,-98.797824,Eastland,TX,J1018,383048,47534,178219,25792,113822,1
76449,32.905155,-98.324359,Graford,TX,K1018,241132,29150,185000,26609,48728,1
76450,33.057759,-98.622222,Graham,TX,L1018,266367,13823,178514,37229,88408,1
76452,31.747542,-98.364392,Energy,TX,M1018,254860,22861,389486,11676,90075,1
76453,32.584194,-98.335694,Gordon,TX,N1018,133547,42012,327577,35163,172101,0
76454,32.21185,-98.735794,Gorman,TX,O1018,229593,28282,274861,42565,145632,1
76455,31.813332,-98.384478,Gustine,TX,P1018,200950,39961,126845,42272,196342,1
76457,31.944662,-98.027972,Hico,TX,Q1018,391994,40824,345177,36682,114379,1
76458,33.219589,-98.188154,Jacksboro,TX,R1018,274171,31390,343809,25053,119491,1
76459,33.276426,-98.382374,Jermyn,TX,S1018,397188,23209,212870,43289,193217,1
76460,33.306457,-98.500273,Loving,TX,T1018,247037,46397,323136,28723,93882,1
76462,32.527015,-98.008849,Lipan,TX,U1018,218915,44713,334850,21642,42502,1
76463,32.455408,-98.418168,Mingus,TX,V1018,177199,38244,151152,46611,185936,0
76464,32.556004,-99.164736,Moran,TX,W1018,327661,23886,319076,49545,56560,1
76466,32.433309,-98.73742,Olden,TX,X1018,246568,35349,289799,45430,30863,1
76469,32.340927,-99.198503,Putnam,TX,Y1018,146721,44590,145694,42704,66014,0
76470,32.495875,-98.66402,Ranger,TX,Z1018,184310,40125,255849,20041,46973,0
76471,32.116953,-98.98514,Rising Star,TX,A1019,248732,49356,280031,24434,68557,1
76472,32.600503,-98.17276,Santo,TX,B1019,274673,19682,347232,23494,129328,1
76474,31.976523,-98.793857,Sidney,TX,C1019,291999,25789,247418,25379,194148,1
76475,32.676032,-98.48307,Strawn,TX,D1019,201819,24618,166088,12652,125001,1
76476,32.362649,-97.924354,Tolar,TX,E1019,136594,20361,322338,10694,112786,0
76481,32.99042,-98.74549,South Bend,TX,F1019,149680,48185,377197,43783,185519,0
76483,33.195202,-99.268024,Throckmorton,TX,G1019,388802,13454,250420,17605,141200,1
76484,32.764096,-98.276879,Palo Pinto,TX,H1019,212122,26552,270229,35934,12922,1
76486,33.014639,-98.05319,Perrin,TX,I1019,354492,30007,180176,10518,37570,1
76487,32.972482,-97.904879,Poolville,TX,J1019,252668,48683,278667,47805,71128,1
76490,32.945471,-98.018901,Whitt,TX,K1019,154962,31303,170207,30050,118477,0
76491,33.036872,-99.048807,Woodson,TX,L1019,234929,14873,235294,28572,23611,1
76501,31.075303,-97.252433,Temple,TX,M1019,298337,49151,125921,34561,40533,1
76502,31.103931,-97.41202,Temple,TX,N1019,299675,19311,398787,49354,163492,1
76504,31.137886,-97.373653,Temple,TX,O1019,128992,20703,319055,21313,149319,0
76508,31.077568,-97.364064,Temple,TX,P1019,118802,23822,359979,38237,96316,0
76511,30.801782,-97.424411,Bartlett,TX,Q1019,340746,45983,168014,29457,30301,1
76513,31.051688,-97.499909,Belton,TX,R1019,295123,20103,212665,32162,73833,1
76518,30.852653,-97.148898,Buckholts,TX,S1019,110768,26412,165783,39798,199657,0
76519,31.020832,-97.12069,Burlington,TX,T1019,304823,43381,119852,22945,11313,1
76520,30.891129,-96.907601,Cameron,TX,U1019,128518,34681,297710,15337,149579,0
76522,31.219045,-97.968224,Copperas Cove,TX,V1019,148336,16031,396781,14185,19788,0
76523,30.789254,-97.291628,Davilla,TX,W1019,311419,19424,339212,35135,63175,1
76524,31.268644,-97.202495,Eddy,TX,X1019,225030,48783,102636,12129,25227,1
76525,31.499723,-98.13064,Evant,TX,Y1019,112629,21797,236930,35073,98511,0
76527,30.841795,-97.809699,Florence,TX,Z1019,175959,13416,183117,41305,123567,0
76528,31.417316,-97.755931,Gatesville,TX,A1020,333517,23367,292029,25039,46521,1
76530,30.710857,-97.413885,Granger,TX,B1020,162809,33334,194435,19255,116485,0
